,blueTops,btmp,btwr,btt,blueJngs,bjmp,bjwr,bjt,blueMids,bmmp,bmwr,bmt,blueBots,bbmp,bbwr,bbt,blueSups,bsmp,bswr,bst,redTops,rtmp,rtwr,rtt,redJngs,rjmp,rjwr,rjt,redMids,rmmp,rmwr,rmt,redBots,rbmp,rbwr,rbt,redSups,rsmp,rswr,rst,winner
845,Garen,344719,52,926,Evelynn,264599,52,317,Taliyah,2088,53,74,Jinx,75517,-1,-1,Lux,44704,57,92,Shyvana,5141,49,236,Graves,71685,51,649,Seraphine,134191,49,95,Lucian,53096,46,265,Sylas,87246,56,140,1
846,Jax,61215,46,183,Hecarim,91442,51,885,Taliyah,2088,53,74,Aphelios,480601,51,420,Sylas,87246,56,140,Pantheon,244627,54,556,Kayle,66766,53,979,Ahri,36197,49,791,Kaisa,311617,49,595,Lux,44704,57,92,1
847,Aatrox,263429,52,566,Graves,179780,51,1004,Ahri,356513,50,649,Jhin,542279,51,653,Lux,44704,57,92,Sett,8149,52,262,Khazix,135153,50,900,Velkoz,325115,47,321,Kaisa,113729,51,589,Nautilus,138961,50,226,1
848,Kled,25902,62,78,Volibear,178969,49,1013,Heimerdinger,79236,-1,-1,Tristana,245358,51,428,Zyra,2626,57,92,Illaoi,573608,49,204,Hecarim,858226,50,778,Zed,970273,52,638,Ezreal,15228,52,335,Lux,345124,51,969,0
849,Darius,10251,51,669,Shaco,444174,53,368,Vladimir,39635,46,239,Tristana,245358,51,428,Sona,22270,57,92,Yorick,1130980,51,746,Elise,10034,55,342,Zac,643095,53,465,Vayne,824891,51,447,Yuumi,64902,-1,-1,1
850,Camille,20733,50,904,Hecarim,39455,49,488,TwistedFate,59669,58,139,Jhin,129218,51,428,Lux,44704,57,92,Sett,133414,-1,-1,JarvanIV,20391,54,460,Akali,53679,50,306,Lucian,35762,45,110,Nautilus,108095,53,334,1
851,Swain,31526,55,117,Viego,24032,-1,-1,Irelia,363962,-1,-1,Poppy,33453,49,509,Lux,44704,57,92,Diana,22057,52,97,Riven,13455,53,94,Kayle,32175,50,20,Jinx,33958,-1,-1,Thresh,200519,-1,-1,0
852,Malphite,34577,43,111,Graves,215599,50,1075,Malzahar,164880,48,391,Swain,31526,55,117,Lux,44704,57,92,Riven,641979,52,458,LeeSin,112215,50,344,Viktor,118631,56,150,Ezreal,157386,51,540,Zyra,426082,53,331,1
853,Illaoi,173821,52,343,RekSai,64862,51,623,Viktor,97381,52,191,Swain,31526,55,117,Senna,15004,57,92,Malphite,285654,50,764,Lillia,133310,-1,-1,Irelia,115875,57,232,Ezreal,561833,52,497,Renata,8694,53,155,0
854,Sett,569006,51,897,LeeSin,268627,54,469,Vex,87125,51,367,Vayne,4988,46,244,Xerath,57533,53,151,Darius,505291,53,131,Zac,1305945,57,188,Yasuo,84165,54,359,Jhin,54441,55,117,Lux,44704,57,92,0
855,Gangplank,4206,41,179,Graves,56402,59,134,Zed,18916,51,208,Caitlyn,33389,56,62,Soraka,8026,53,159,Malphite,26510,51,573,Trundle,14753,58,64,Sivir,4038,53,158,Swain,31526,55,117,Renata,184,57,92,1
856,Sion,83397,49,736,Volibear,102397,50,235,Sylas,85115,50,538,Caitlyn,210121,50,1572,Morgana,166550,52,545,Illaoi,114550,55,298,Kayn,226802,49,470,Ekko,2029038,50,701,Samira,11331,48,131,Lux,44704,57,92,0
857,Camille,112606,54,665,Graves,9237,54,87,Ahri,97939,61,112,Jhin,945404,54,354,Senna,15004,57,92,Gwen,90706,52,470,RekSai,26275,43,133,Zoe,24200,45,125,Ezreal,12301,53,237,Lulu,58454,48,84,1
858,Camille,99380,50,1213,Shyvana,50462,-1,-1,Fizz,20412,51,1334,Kaisa,111071,50,491,Renata,56051,55,252,Malphite,6112,50,351,Karthus,9025,38,55,Yasuo,593954,49,99,Tristana,245358,51,428,Lux,44704,57,92,1
859,Quinn,97360,57,115,Shyvana,47816,52,523,Lux,924719,54,346,MissFortune,392386,51,428,Karma,19849,57,92,Jax,383067,56,257,Sejuani,11044,48,256,Fizz,4566,58,139,Tristana,67372,50,386,Nami,37265,51,269,0
860,Kled,35145,54,590,Khazix,21222,55,507,Fizz,4144,53,449,Jhin,180608,-1,-1,Lux,44704,57,92,Camille,87653,50,667,Hecarim,59542,51,219,Morgana,675513,44,134,KogMaw,157279,53,512,Senna,55179,-1,-1,1
861,Illaoi,131524,49,53,Viego,38025,52,433,Tryndamere,52267,51,177,Caitlyn,108610,50,266,Xerath,46605,52,410,Rengar,446370,50,739,Poppy,155900,52,645,Shen,128992,53,454,Swain,31526,55,117,Karma,19849,57,92,1
862,Kled,121404,49,53,Xayah,53095,52,446,Vex,15490,53,184,Khazix,48493,53,205,Pyke,169822,56,269,Rengar,446370,50,739,Nidalee,168795,47,262,Jayce,50250,51,501,Swain,31526,55,117,Yuumi,1731,57,92,0
863,Gangplank,498965,54,924,LeeSin,94889,51,370,Ahri,51082,55,242,Xayah,93918,53,485,Brand,81411,52,752,Jhin,54441,55,117,Zac,8474,56,696,Xerath,18177,50,802,Illaoi,131524,49,53,Senna,15004,57,92,0
864,Trundle,104639,54,248,Viego,74641,57,44,Sylas,26494,50,415,Jhin,91378,54,336,Blitzcrank,31844,56,43,Singed,162891,47,236,Lillia,240651,49,981,Viktor,71287,55,133,Swain,31526,55,117,Senna,15004,57,92,0
865,Volibear,48704,56,72,MonkeyKing,25232,41,66,Irelia,125384,59,78,Lucian,119968,51,532,Nami,33475,48,109,Shen,9183,52,645,Graves,123280,52,614,Velkoz,2542483,49,516,Swain,31526,55,117,Senna,15004,57,92,1
866,Aatrox,134358,50,432,Warwick,53469,51,402,AurelionSol,442214,53,453,Swain,31526,55,117,Zyra,2626,57,92,Jax,154754,-1,-1,MasterYi,25694,51,426,Zilean,109374,48,413,Varus,267859,51,244,Maokai,118174,48,518,0
867,Mordekaiser,69043,51,661,LeeSin,69795,-1,-1,Zed,1058207,48,787,Aphelios,13393,52,529,Senna,15004,57,92,Kled,3446,58,262,Volibear,140789,58,212,Diana,409824,53,535,Kalista,117914,55,187,Pyke,237391,50,654,0
868,Kennen,2077,51,243,MonkeyKing,59918,49,94,Irelia,455628,53,415,Jhin,1184,54,160,Thresh,326313,42,145,Malphite,82606,-1,-1,Kayn,181455,51,459,Fizz,115209,49,350,Swain,31526,55,117,Senna,15004,57,92,0
869,Irelia,542754,50,1875,Zac,44416,57,250,Syndra,201759,-1,-1,Jhin,19444,46,185,Nami,35427,59,37,MonkeyKing,569810,45,245,Shaco,143773,51,200,Veigar,43324,50,348,Swain,31526,55,117,Senna,15004,57,92,1
870,Gangplank,157111,51,450,Kayn,171325,-1,-1,Ahri,657512,51,591,Swain,31526,55,117,Senna,15004,57,92,Kennen,16560,-1,-1,Sejuani,423809,52,94,Zed,1040995,47,430,Aphelios,8285,52,350,Velkoz,35885,55,331,0
871,Fiora,2444456,-1,-1,Sejuani,423809,52,94,Singed,555289,52,635,MissFortune,43996,52,185,Bard,419042,55,331,Renekton,352346,51,450,Kayn,171325,-1,-1,Ekko,941563,51,467,Sivir,10568,55,117,Senna,15004,57,92,1
872,Olaf,66635,53,497,Viego,350,51,61,Akali,999379,56,448,Swain,31526,55,117,Seraphine,4670,57,92,Mordekaiser,100423,60,73,Pantheon,135513,52,579,Vladimir,21505,55,247,Tristana,52177,-1,-1,Lulu,760134,51,617,0
873,Tryndamere,375977,-1,-1,Nidalee,20084,57,167,Jayce,7460,-1,-1,Vayne,377574,52,311,Lulu,70685,57,92,Akshan,16636,49,177,Viego,31150,52,107,Vladimir,479103,44,324,Kaisa,133005,54,292,Zoe,24403,-1,-1,1
874,Malphite,90218,51,97,Nidalee,20084,57,167,Katarina,1779891,48,199,Jhin,455783,47,232,Janna,22780,57,92,MonkeyKing,57387,-1,-1,Graves,48147,54,132,Taliyah,183549,50,456,Xayah,82272,55,100,Sona,534495,49,548,1
875,Riven,40056,61,93,Viego,2639,57,167,Garen,565316,51,1237,Ziggs,12154,64,83,Lux,44704,57,92,Darius,4880208,50,711,Kindred,391,45,206,Yone,21089,55,176,Jinx,3169,-1,-1,Zilean,50698,50,46,1
876,Garen,71616,52,216,Khazix,28773,57,167,Ahri,6596,-1,-1,Draven,881229,-1,-1,Karma,19849,57,92,Swain,22546,50,613,MasterYi,4427,66,120,Veigar,4606,43,14,Kaisa,92186,49,201,Zilean,50698,50,46,0
877,Trundle,24356,51,402,LeeSin,108486,57,159,Ekko,252457,-1,-1,Gwen,1783,46,87,Senna,36306,69,29,Sett,502416,49,1009,Talon,8911,59,164,Lux,22336,49,259,Lucian,393393,50,172,Nami,20046,57,92,0
878,Riven,1715467,50,921,Nunu,161540,57,159,Ekko,252457,-1,-1,Jinx,33447,50,704,Karma,82561,50,545,Mordekaiser,231862,53,662,Talon,8911,59,164,Zed,987020,51,562,Tristana,299207,49,577,Nami,20046,57,92,0
879,Volibear,23793,49,575,Viego,12746,49,99,Ezreal,96985,-1,-1,Ashe,33671,51,199,Nautilus,111263,51,810,Yorick,381355,51,324,Talon,8911,59,164,Vladimir,60273,52,554,Kalista,24834,50,844,Karma,19849,57,92,0
880,DrMundo,40793,50,954,Karthus,14620,-1,-1,Zed,2279,49,87,Samira,122973,50,764,Nautilus,126222,-1,-1,Gangplank,150692,49,190,Rengar,38466,56,239,Vladimir,341124,51,116,Jhin,152257,50,1311,Lux,44704,57,92,0
881,Akshan,5564,57,201,Hecarim,25065,58,276,Syndra,29042,50,688,Vayne,28943,46,217,Yuumi,14961,49,76,Aatrox,12085,50,94,Rengar,38466,56,239,Kayle,10808,50,256,Jhin,394281,47,362,Karma,19849,57,92,0
882,Olaf,784,49,340,Nidalee,25501,53,198,Katarina,50695,50,40,Ezreal,33474,50,832,Yuumi,64902,-1,-1,Akali,3882,47,114,Rengar,38466,56,239,Qiyana,523758,51,372,Twitch,1325598,50,369,Karma,19849,57,92,0
883,Olaf,5779,44,460,Viego,48198,52,244,Kayle,9831,-1,-1,Vayne,33236,48,277,Soraka,564774,-1,-1,Gnar,382712,51,700,Khazix,3342,56,239,TwistedFate,226964,51,660,Zeri,15482,51,231,Karma,19849,57,92,0
884,Riven,2499346,52,886,Khazix,3342,56,239,Kassadin,43354,49,196,Tristana,21189,51,1307,Karma,19849,57,92,Volibear,470715,51,415,Talon,22860,51,596,Malzahar,32761,51,724,Lucian,795322,51,344,Nami,196383,50,207,0
885,Nasus,25601,50,323,Viego,129171,49,289,Katarina,6054,49,459,Kaisa,57405,-1,-1,Swain,50830,47,377,Chogath,186040,51,390,Rengar,38466,56,239,Yasuo,328402,51,346,Ezreal,179024,52,639,Karma,19849,57,92,0
886,Ornn,855203,53,345,Trundle,1167,50,814,Taliyah,328577,54,369,Jinx,1147630,51,160,Alistar,8962,49,1005,Renekton,120040,47,87,Riven,1205093,52,598,Yasuo,2340871,53,643,Jhin,129218,51,428,Lux,44704,57,92,1
887,Riven,184963,52,351,Sejuani,101795,52,186,Sylas,49164,-1,-1,Twitch,1011536,51,562,Nautilus,84779,45,229,Nasus,93456,43,65,Evelynn,76025,52,385,Janna,22780,57,92,Tristana,245358,51,428,Ahri,107020,42,64,1
888,Yone,40829,-1,-1,Nocturne,230768,51,577,Kassadin,24919,52,658,Vayne,151351,52,532,Renata,84960,51,830,Viktor,15270,52,306,Kayn,1334983,50,698,Diana,466002,49,665,Draven,230862,49,324,Nami,20046,57,92,1
889,Tryndamere,985972,50,532,Shyvana,44329,53,314,Yasuo,1362657,-1,-1,Varus,12390,54,424,Nautilus,2388,60,201,Sion,20099,54,297,Diana,8194,59,458,Viktor,119315,41,136,MissFortune,3242,55,259,Senna,15004,57,92,1
890,Fiora,67930,52,219,Warwick,216979,50,147,Azir,1754659,51,436,Nilah,1270,51,461,Janna,272400,56,200,TahmKench,23982,50,151,MasterYi,398364,52,1080,Diana,5499,49,328,Ezreal,12508,50,193,Nami,543506,53,299,0
891,Chogath,89587,55,112,Trundle,8817,53,301,Fizz,1751505,55,172,Sivir,56011,57,125,Thresh,106051,53,152,Garen,8825,53,66,Hecarim,38217,49,183,Yone,11702,51,171,Seraphine,956,51,461,Lillia,52989,56,200,1
892,Teemo,63871,49,267,Warwick,78787,46,90,Zed,249338,50,135,Jhin,199072,51,461,Zyra,75334,56,200,Soraka,947,53,156,MonkeyKing,45666,51,641,Viktor,69807,50,373,MissFortune,13608,51,76,Alistar,331879,52,393,0
893,Gangplank,123305,49,656,Ekko,9345,51,94,Jayce,3410834,50,912,Jhin,160852,50,788,Amumu,3274,53,168,Aatrox,188541,51,382,Nasus,327443,52,623,Katarina,308541,53,275,Ezreal,67807,51,461,Lux,146906,56,200,1
894,LeeSin,25319,52,439,Shyvana,38765,52,772,Swain,39590,52,616,Samira,759,52,587,Ashe,53729,53,199,Gangplank,1010752,53,394,FiddleSticks,18899,52,289,Garen,4082,61,115,Jhin,4273,54,285,Zyra,75334,56,200,0
895,Kayle,68518,46,24,Vi,6860,48,33,Xerath,33015,54,46,Jhin,4567,52,115,Zyra,75334,56,200,Sett,16210,58,136,Diana,171794,66,59,Katarina,61104,46,52,Lucian,73318,-1,-1,Thresh,145121,53,199,1
896,Cassiopeia,951491,49,521,Karthus,154028,46,222,Yasuo,400590,51,1738,Twitch,509453,52,778,Zyra,75334,56,200,Nasus,27484,53,175,Shyvana,32116,51,833,Akali,137703,52,114,Lucian,63584,50,671,Nami,1195078,51,481,1
897,Mordekaiser,46345,50,700,Pantheon,10730,25,12,Veigar,65442,51,538,Lucian,495,54,37,Soraka,610098,56,200,Riven,966477,-1,-1,Kayn,67173,51,520,Annie,404617,50,263,Sivir,11641,54,91,Brand,402825,33,12,0
898,TahmKench,7860,52,310,Udyr,324835,50,508,Ryze,56813,51,255,Jhin,815525,51,480,Pantheon,20822,44,245,Zac,124378,55,251,Viego,230390,53,384,Viktor,26849,51,461,Vayne,632581,53,536,Soraka,610098,56,200,1
899,Poppy,648402,51,581,Viego,230390,53,384,Ahri,179625,55,251,MissFortune,35662,51,185,Janna,225319,51,367,Illaoi,249308,54,317,Belveth,146,51,276,Yasuo,26017,55,184,Lucian,57227,51,461,Zyra,75334,56,200,1
900,Shen,338737,51,559,Belveth,104321,-1,-1,Anivia,3710761,48,892,Tristana,22823,46,134,Senna,10607,49,350,Kassadin,17893,51,293,Viego,20022,50,434,Qiyana,23487,44,259,Twitch,23220,51,461,Orianna,101754,56,200,1
901,Kled,338242,52,612,MonkeyKing,40734,52,324,Sylas,63655,49,314,Sivir,41695,42,60,Zyra,192853,55,190,Gnar,23522,49,76,Viego,9040,50,103,Malzahar,22701,52,438,Twitch,23220,51,461,Seraphine,26192,56,200,1
902,Aatrox,624095,54,318,Talon,478707,52,797,Sylas,103017,51,672,Jinx,322963,51,461,Soraka,610098,56,200,Warwick,978072,52,889,XinZhao,17164,51,347,Kayle,830590,47,244,Kaisa,126346,52,1133,Seraphine,52014,50,958,0
903,Sejuani,25202,52,787,Khazix,328480,51,876,Quinn,24026,56,289,Jinx,322963,51,461,Soraka,610098,56,200,Darius,204734,49,92,RekSai,29867,52,797,Samira,68758,57,131,Seraphine,68552,51,288,Senna,337308,52,275,1
904,Singed,54363,49,1049,Warwick,12543,57,214,Katarina,382437,53,582,Ashe,81132,49,722,Soraka,256204,51,543,Camille,3504,53,64,LeeSin,165846,46,185,Taliyah,35243,-1,-1,MissFortune,363798,56,200,Morgana,91985,50,655,0
905,Tryndamere,1382157,48,527,Zac,37309,50,1426,Ahri,20928,55,42,Jhin,199072,51,461,Soraka,610098,56,200,Kayle,20074,50,529,Sylas,43848,51,390,Khazix,48009,-1,-1,MissFortune,119395,47,650,Yuumi,7362,55,123,0
906,Gangplank,42184,49,532,Rengar,272117,52,329,Viktor,17695,49,528,Senna,76650,52,684,Thresh,253243,50,193,Lucian,71900,53,53,Shyvana,25070,54,528,TwistedFate,30824,51,437,Jhin,199072,51,461,Soraka,610098,56,200,0
907,Camille,1455678,52,649,Viego,62110,52,442,Veigar,26926,51,650,Jhin,199072,51,461,Soraka,610098,56,200,Gwen,56564,44,168,Shyvana,8536,-1,-1,Viktor,2129,50,344,Caitlyn,295734,50,1450,Nami,655560,53,1626,1
908,Shen,81549,52,602,Pantheon,428384,50,1312,Fizz,41949,51,1206,Jhin,199072,51,461,Soraka,610098,56,200,Sylas,15437,52,224,Kayn,61799,49,515,Belveth,31677,-1,-1,Samira,160322,49,693,Leona,682464,49,895,1
909,Yorick,543282,56,135,Viego,16897,54,214,Kassadin,130451,62,169,Jhin,199072,51,461,Soraka,610098,56,200,Camille,17811,-1,-1,Ivern,142945,56,243,Velkoz,5406,-1,-1,Yasuo,226912,51,164,Rakan,8659,52,89,1
910,Shyvana,85563,52,317,TahmKench,37988,49,341,Cassiopeia,3044,52,665,Caitlyn,22056,-1,-1,Senna,181302,53,229,Fiora,214304,-1,-1,Ivern,142945,56,243,Viktor,9140,51,168,Jhin,199072,51,461,Soraka,610098,56,200,0
911,TahmKench,192882,49,454,Lillia,52015,49,367,Diana,1307062,51,365,MissFortune,212861,50,1087,Janna,48513,51,346,Gnar,36353,51,461,Shyvana,36458,45,240,Brand,1100163,50,879,Aphelios,31991,52,1042,Soraka,610098,56,200,0
912,Ornn,16516,51,461,Kindred,28084,50,613,Brand,60059,50,496,Jhin,94118,49,518,Soraka,610098,56,200,Fiora,341932,50,193,Sejuani,201263,51,233,Veigar,31081,42,98,Xayah,18622,53,178,Rakan,54551,-1,-1,1
913,Camille,650042,53,414,Rammus,193233,50,455,Orianna,6440,52,1042,Ashe,845423,50,492,Nami,33958,53,76,TahmKench,17886,51,461,Hecarim,579428,52,472,Viktor,446381,53,587,Lucian,686682,50,580,Soraka,610098,56,200,0
914,Mordekaiser,42318,48,260,Kindred,58920,48,660,Lux,66523,50,565,Ashe,7617,46,169,Pyke,432915,51,1027,TahmKench,17886,51,461,MonkeyKing,32462,51,548,Syndra,201759,-1,-1,Twitch,81277,46,185,Soraka,610098,56,200,0
915,Graves,17146,51,291,Diana,8500,51,258,Yone,48665,50,509,Vayne,42224,50,410,Lulu,107721,-1,-1,Ornn,16516,51,461,Rammus,2082,59,17,Viktor,142046,50,274,Caitlyn,130262,51,627,Leona,47658,56,200,0
916,TahmKench,17886,51,461,Twitch,981341,49,363,Zoe,9091,55,143,Seraphine,50187,50,305,MissFortune,363798,56,200,Gangplank,108087,48,212,Hecarim,25740,52,455,Malphite,8734,52,134,Kaisa,498019,51,414,Thresh,231172,-1,-1,0
917,Shyvana,275728,50,954,Kindred,116922,49,1070,Skarner,488132,55,242,Ezreal,439313,51,391,Soraka,610098,56,200,Zac,2134048,51,795,Belveth,24605,53,418,Nasus,205532,-1,-1,Zeri,8070,-1,-1,Lulu,134693,-1,-1,0
918,Darius,306534,52,266,Kindred,15086,51,372,Xerath,15046,48,293,Jhin,80400,52,238,Soraka,610098,56,200,Volibear,509246,52,675,Viego,1108,49,71,Viktor,19139,49,93,Aphelios,424,46,89,Lulu,3107,47,201,1
919,Chogath,16191,50,62,Vi,597661,52,815,Sylas,24077,48,293,Twitch,1865,49,190,Soraka,610098,56,200,Nasus,79130,52,128,Poppy,23095,47,121,Fizz,10738,47,59,Varus,63240,54,143,Blitzcrank,167309,52,114,0
920,Mordekaiser,28794,49,711,JarvanIV,122981,50,787,Swain,44702,44,234,Ziggs,93622,-1,-1,Soraka,610098,56,200,Gangplank,36188,48,464,Diana,40882,50,575,Yasuo,389003,52,850,Ezreal,26085,51,646,Ashe,6345,53,207,1
921,Lillia,20913,43,93,Shyvana,32548,-1,-1,Talon,562635,45,141,Twitch,1140,49,72,Morgana,127537,56,200,Sett,558602,49,550,Khazix,300118,51,480,Malzahar,37611,52,209,MissFortune,225231,51,487,Soraka,310784,49,676,0
922,TahmKench,17886,51,461,Belveth,138083,-1,-1,Akali,112016,53,463,Twitch,86001,55,121,Ashe,135037,56,200,Camille,51611,49,415,Shaco,42906,49,1247,Xerath,638082,51,78,Tristana,211646,50,360,Nautilus,388096,51,907,1
923,TahmKench,17886,51,461,Kayn,25649,50,167,Lux,36005,64,69,Kaisa,373542,50,390,Brand,99269,56,200,Darius,63772,51,451,Lillia,51767,51,142,Lissandra,19703,50,878,Samira,126305,50,762,Nautilus,1604,52,220,1
924,TahmKench,17886,51,461,Diana,36882,50,450,Yasuo,11989,51,345,Kalista,11820,49,420,Soraka,610098,56,200,Kayle,8040,52,1042,Evelynn,10989,48,792,Seraphine,245903,-1,-1,Xayah,61365,50,231,Pyke,50118,53,309,1
925,TahmKench,17886,51,461,Elise,5965,38,73,Akali,130482,-1,-1,Tristana,20609,53,98,Soraka,610098,56,200,Kled,1120254,53,695,MasterYi,504004,51,465,Swain,32643,50,155,Jhin,549783,52,701,Renata,67957,49,629,1
926,TahmKench,17886,51,461,Viego,142763,50,557,Lux,147334,51,643,Jhin,549783,52,701,Soraka,610098,56,200,Rakan,16278,-1,-1,Khazix,60995,54,214,Yasuo,35319,50,921,Twitch,81351,52,219,Lulu,210591,57,178,1
927,Darius,70316,63,99,Belveth,39776,55,87,Akali,194439,50,496,Zeri,8685,51,119,Renata,1145,62,53,Garen,68294,51,631,Talon,87791,54,210,Gangplank,30542,51,461,Kaisa,311937,53,412,Zyra,75334,56,200,1
928,Mordekaiser,81726,54,130,Shyvana,45968,54,210,Qiyana,86710,50,535,Kaisa,311937,53,412,Karma,123800,52,551,Ornn,111539,53,496,Belveth,119176,51,1964,Xerath,367389,53,312,Malzahar,26971,51,461,Leona,47658,56,200,1
929,Urgot,175782,47,332,Nunu,925155,49,565,Xerath,367389,53,312,Tristana,27417,51,461,Nautilus,15434,56,200,Ashe,140023,50,846,Ekko,184586,49,202,Yone,8895,48,119,Kaisa,21929,49,200,Janna,318131,51,235,0
930,Kayle,20060,53,308,Vi,143805,51,592,Kaisa,310910,48,574,Samira,100871,55,299,Zed,25598,-1,-1,Graves,30560,56,117,Nunu,6473,55,408,Darius,164247,51,461,Ezreal,218523,51,665,Morgana,127537,56,200,0
931,Jax,4515,55,519,Shyvana,25061,51,461,Ahri,37936,52,748,Sivir,91943,50,496,Ashe,135037,56,200,Garen,84553,50,270,Poppy,660023,51,237,Azir,1230165,-1,-1,Jinx,99143,54,122,Thresh,544046,48,494,0
932,Sett,254485,54,318,Warwick,506828,51,444,Sylas,72192,51,344,Aphelios,53133,52,88,MissFortune,715235,50,1185,Yone,27631,51,206,FiddleSticks,13713,51,461,Yasuo,333056,-1,-1,Kaisa,246701,30,57,Ashe,135037,56,200,1
933,Jax,917654,51,749,Belveth,4053,51,461,Xerath,1260764,50,794,Ezreal,289092,52,490,MissFortune,363798,56,200,Kayle,18611,50,1073,Zac,385894,50,224,Ahri,22434,52,113,Kaisa,211181,55,489,Senna,131506,56,78,1
934,Yorick,98433,50,405,Belveth,4053,51,461,Seraphine,245903,-1,-1,Lucian,104024,-1,-1,MissFortune,363798,56,200,Gwen,20342,-1,-1,MonkeyKing,13689,52,815,Azir,652523,54,609,Ashe,263663,51,838,Thresh,328472,52,347,0
935,Graves,15095,50,412,Fiora,5782,48,73,Azir,9423,48,169,Zeri,88160,49,1548,Morgana,368553,51,804,Darius,612120,58,48,Shyvana,159166,53,560,Heimerdinger,1652371,50,513,Seraphine,42835,50,218,DrMundo,14935,56,200,0
936,Illaoi,4644,51,376,MonkeyKing,91256,49,279,Anivia,192255,50,1233,Jhin,99031,52,743,Nautilus,15434,56,200,Ornn,17023,50,912,LeeSin,171047,51,645,Caitlyn,13407,50,905,Ashe,227391,50,1572,Xerath,38263,50,711,1
937,Riven,368890,52,252,Diana,22250,51,287,Viktor,147712,49,428,Lucian,6559,58,147,Ashe,142595,54,505,Darius,897346,52,931,Evelynn,158,-1,-1,Yone,48497,51,317,Jinx,322963,51,461,Yuumi,52051,56,200,1
938,Camille,32922,52,358,Graves,125869,48,524,Viktor,376244,51,572,Jinx,322963,51,461,Taric,57359,56,200,Kled,47946,61,181,Ekko,9740,41,213,Ryze,19886,50,411,Twitch,95012,48,675,Janna,859697,50,506,1
939,Riven,58654,50,197,Graves,12961,49,1383,Orianna,33103,48,270,Yasuo,36531,-1,-1,Zilean,877360,56,221,Gragas,3803,52,587,Zac,595330,49,292,Irelia,78324,50,534,Twitch,938910,49,718,Thresh,128209,46,233,0
940,Ornn,99163,51,618,RekSai,146827,56,64,Viktor,82921,49,304,Draven,62359,48,270,Heimerdinger,7884,49,661,Jax,50642,51,462,JarvanIV,26728,50,345,Katarina,770981,51,780,Kaisa,29003,51,256,Ashe,89221,51,1011,0
941,Aatrox,337206,51,301,Ekko,42284,50,302,TwistedFate,26701,44,192,Caitlyn,130421,54,333,Lulu,5529,51,721,Ornn,29952,50,589,Zac,280375,50,934,Orianna,33103,48,270,Jhin,657901,49,381,Swain,10580,44,125,0
942,Yasuo,931221,51,254,Nocturne,179799,45,271,Mordekaiser,7021,58,62,Vayne,1195632,48,270,Swain,3579,49,355,DrMundo,10690,51,397,Shaco,79727,55,142,MonkeyKing,7222,52,285,Seraphine,47208,50,681,Morgana,132621,49,816,0
943,Urgot,1226946,51,925,Shaco,1469595,50,596,Orianna,33103,48,270,Draven,290533,49,429,Yuumi,1013528,49,833,Olaf,15729,53,76,Belveth,37147,51,643,Fizz,85187,53,513,Yasuo,168125,51,88,Rell,108375,52,426,0
944,Gragas,25728,51,728,Nidalee,131683,46,406,Orianna,33103,48,270,Jinx,377440,55,199,Bard,1743755,51,702,Riven,1125390,52,941,Lillia,31565,51,462,Ahri,27296,-1,-1,Kaisa,130279,50,550,Pantheon,70859,50,1115,1
945,Karma,42235,54,301,Zac,873499,53,340,Pyke,12877,51,422,Draven,62359,48,270,Nautilus,133777,49,513,Bard,64671,50,948,Shaco,1556820,51,1074,Xerath,160953,52,584,Vayne,1114894,53,192,Lulu,654364,52,126,1
946,Fiora,47552,49,421,Shyvana,11303,51,271,Vladimir,4693,54,153,Vayne,1195632,48,270,Morgana,32337,49,513,Renekton,366571,52,77,Vi,254447,-1,-1,Braum,1515549,40,146,Varus,57819,53,155,Lux,559790,57,63,0
947,Sett,98988,49,421,Shyvana,11303,51,271,Orianna,33103,48,270,Varus,24540,54,219,Brand,140714,49,513,Ornn,124390,51,623,Evelynn,28448,56,310,Kayn,13651,52,1104,Kaisa,162595,-1,-1,Ashe,107664,42,57,0
948,Jax,128510,48,416,Kayn,557508,53,554,Diana,30708,50,613,Samira,69842,50,311,Renata,13568,55,289,Kayle,26055,53,251,Udyr,9965,52,118,Orianna,33103,48,270,Yasuo,3492,55,152,Nautilus,92242,53,308,1
949,Sett,342731,50,194,Belveth,263,58,125,Orianna,33103,48,270,Zeri,2359,53,133,Yuumi,28050,49,993,JarvanIV,5632,50,401,Volibear,324991,52,652,Ahri,15975,62,156,Caitlyn,234362,56,194,Twitch,4944,53,663,0
950,Yasuo,554138,51,560,Hecarim,17610,54,169,Seraphine,6417,51,581,Vayne,1195632,48,270,Leona,493602,50,426,Quinn,2212883,49,513,Pantheon,462176,47,397,Annie,10471,47,294,Zeri,9929,-1,-1,Thresh,3181977,53,427,1
951,Darius,204223,50,197,Kayn,79090,43,96,Ezreal,65033,-1,-1,Orianna,33103,48,270,Seraphine,16210,53,663,Camille,125757,52,438,Kindred,6120,49,1141,Akshan,1016,56,206,Jhin,10356,56,183,Janna,593185,55,334,0
952,Aatrox,709539,52,568,Kayn,132970,51,818,Taliyah,230196,50,1265,Vayne,1195632,48,270,Nami,3890030,49,781,Graves,122572,49,664,Evelynn,2037642,50,960,Sylas,137661,50,327,Caitlyn,34684,46,204,Renata,25866,52,409,1
953,Riven,75612,51,758,Kayn,762365,56,206,Orianna,33103,48,270,Sivir,16432,50,715,Soraka,29057,49,442,Shen,483914,49,414,Diana,110525,50,934,Graves,50838,48,403,Kaisa,398443,47,563,Xerath,204629,54,272,0
